Aadhar No.,Name,Age,Gender,City,E-mail,Phone No.,Occupation,Education,VPN Usage (hours per week),SIM Card Changes,Trading Accounts,Recharge Frequency,Partner,Dependents,Streaming Services,Payment Delay of Streaming Services (per year),Family Defaulters,Smart Cards,Medical Bills,Default in GST filing (per quarter),Antivirus Subscriptions,Betting Apps,TrueCaller Flag,Shopping Behavior (returns per month),Utility Bills (per month),Registered Vehicles,Registered Vehicles Challan (per year),Certificates,Licenses,Insurances,FDs Dissolved,International Transactions,Public Memberships,Reviews received,Pet Bills (per year),Accounts,Sentiment on Social Media,UPI Failures
743806247029,Jason Roy,18.0,Female,TIER-I,pallavi04@example.net,05198327315,Laborers/Skilled Workers,Secondary,5.58,1.0,0.0,1.0,Widowed,3.0,3.0,1.0,3.0,2.0,8060.7,0.0,1.0,Yes,Golden,0.0,12625.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,4 Star,8050.4,1.0,Neutral,29.0
496852403351,Ishwar Mallick,48.0,Female,VILLAGE,pushtibal@example.net,4024455022,Homemakers,Secondary,3.34,,0.0,1.0,Never Married,3.0,2.0,1.0,2.0,1.0,9868.8,1.0,2.0,No,Golden,0.0,18129.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2 Star,25632.3,4.0,,13.0
254608246768,Ekaraj Dhar,44.0,Male,TIER-I,chandtanveer@example.com,07525459910,Agriculturalists (Farmers),Primary or less,8.33,1.0,0.0,1.0,Never Married,2.0,3.0,2.0,0.0,1.0,7530.1,0.0,1.0,No,Golden,2.0,11805.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,5 Star,22744.1,1.0,Negative,16.0
643354278056,Nakul Bawa,44.0,Male,VILLAGE,magarsaanvi@example.net,07976438156,Homemakers,Primary or less,12.47,0.0,1.0,1.0,Never Married,5.0,4.0,1.0,4.0,2.0,10805.0,0.0,1.0,No,Blue,1.0,2841.0,0.0,0.0,1.0,1.0,2.0,1.0,23.0,0.0,4 Star,34026.4,4.0,Neutral,27.0
929319141080,Bhanumati Sur,46.0,Female,VILLAGE,chakradev36@example.net,+910343244510,Agriculturalists (Farmers),Primary or less,6.47,1.0,1.0,2.0,Currently Married,3.0,2.0,3.0,1.0,5.0,8787.1,2.0,1.0,No,Red,1.0,9526.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,0.0,2 Star,30918.1,5.0,Neutral,25.0
267974663989,Qushi Gill,23.0,Female,TIER-II,lajitawalia@example.net,+918851606071,Students,Primary or less,5.35,1.0,2.0,1.0,Currently Married,2.0,5.0,1.0,1.0,2.0,14198.3,1.0,1.0,No,Blue,1.0,3599.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2 Star,3164.9,4.0,Neutral,47.0
274493552068,Pushti Ravel,33.0,Female,VILLAGE,hmann@example.com,+915297516136,Students,Primary or less,5.92,2.0,2.0,1.0,Currently Married,4.0,1.0,2.0,3.0,2.0,17904.2,1.0,1.0,No,Blue,0.0,5572.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,0.0,1 Star,47676.6,1.0,Strongly Negative,20.0
850726264460,Farhan Randhawa,25.0,Female,TIER-I,harinakshi35@example.org,+918188355231,Retired/Pensioners,Secondary,12.41,2.0,2.0,2.0,Currently Married,4.0,2.0,1.0,3.0,2.0,6697.4,1.0,1.0,No,Golden,1.0,10636.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,5 Star,29223.6,1.0,Negative,15.0
754648192232,Aahana Hora,50.0,Female,VILLAGE,michaelborra@example.org,7799799552,Salaried/Employed (Private/Public Sector),Primary or less,8.39,0.0,1.0,2.0,Never Married,4.0,,0.0,0.0,3.0,,2.0,0.0,No,Blue,1.0,2555.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,4 Star,89996.5,6.0,Strongly Negative,21.0
521179644432,Ekansh Singh,41.0,Male,TIER-I,ymitter@example.com,0581477005,Homemakers,Tertiary or more,3.86,1.0,3.0,1.0,Never Married,3.0,3.0,1.0,1.0,2.0,10202.8,1.0,1.0,No,Golden,1.0,14572.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,0.0,4 Star,21536.6,3.0,Positive,7.0
754474071330,Faraj Chana,32.0,Female,VILLAGE,lshere@example.net,0793597820,Freelancers/Consultants,Primary or less,10.28,1.0,1.0,1.0,Never Married,0.0,1.0,3.0,3.0,4.0,3291.2,1.0,1.0,No,Red,1.0,6332.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,4 Star,62819.6,,Neutral,15.0
615379416985,Harshil Oza,22.0,Female,VILLAGE,thamanorinder@example.org,+917788925546,Agriculturalists (Farmers),Primary or less,4.24,2.0,0.0,2.0,Currently Married,5.0,3.0,2.0,3.0,2.0,5320.8,0.0,0.0,No,Blue,1.0,7044.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,0.0,5 Star,28486.7,2.0,Negative,20.0
377150435753,Hamsini Ben,32.0,Male,TIER-I,dominic51@example.net,6449251925,Students,Secondary,2.42,2.0,1.0,1.0,Never Married,4.0,2.0,2.0,3.0,3.0,14068.9,1.0,1.0,No,Blue,0.0,12120.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,4 Star,38426.4,2.0,Neutral,13.0
709761138617,Manya Dayal,32.0,Male,VILLAGE,mukherjeekrisha@example.net,02816850542,Homemakers,Primary or less,5.58,2.0,2.0,1.0,Never Married,,1.0,0.0,4.0,3.0,8380.6,1.0,1.0,No,Blue,1.0,10063.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,4 Star,65255.1,2.0,Strongly Negative,4.0
847373620112,Harita Sunder,44.0,Female,VILLAGE,upkaardevan@example.org,+914188805929,Agriculturalists (Farmers),Primary or less,4.44,0.0,2.0,2.0,Currently Married,1.0,3.0,1.0,0.0,3.0,2827.3,0.0,1.0,Yes,Golden,1.0,2790.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,5 Star,69065.5,3.0,Negative,38.0
227649528249,Mitesh Gaba,41.0,Male,VILLAGE,noahsarma@example.org,05379473834,Homemakers,Secondary,9.16,0.0,2.0,2.0,Never Married,5.0,2.0,1.0,2.0,3.0,10710.8,1.0,0.0,No,Golden,1.0,10899.0,0.0,1.0,1.0,2.0,2.0,1.0,7.0,0.0,4 Star,49636.9,3.0,Neutral,15.0
926939990836,Rishi Pillai,51.0,Male,TIER-I,xshenoy@example.com,08862392407,Agriculturalists (Farmers),Primary or less,7.96,1.0,3.0,1.0,Currently Married,5.0,4.0,1.0,3.0,2.0,8265.9,0.0,,Yes,Golden,1.0,9740.0,0.0,1.0,0.0,0.0,2.0,1.0,25.0,0.0,1 Star,13085.6,3.0,Negative,13.0
942959595464,Harshil Varty,36.0,Male,VILLAGE,manefiyaz@example.org,07826137506,Agriculturalists (Farmers),Primary or less,10.46,2.0,1.0,1.0,Currently Married,2.0,1.0,3.0,1.0,3.0,15118.9,0.0,1.0,Yes,Golden,0.0,11184.0,0.0,0.0,1.0,1.0,3.0,0.0,27.0,0.0,4 Star,65917.3,1.0,Negative,41.0
476415064723,Meghana Thakkar,25.0,Female,VILLAGE,warinder61@example.com,+910515220472,Salaried/Employed (Private/Public Sector),Primary or less,8.23,2.0,0.0,2.0,Currently Married,1.0,1.0,2.0,5.0,1.0,7491.6,0.0,1.0,No,Blue,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,4 Star,51162.6,4.0,Strongly Negative,32.0
422601660137,Saumya Ahluwalia,44.0,Female,VILLAGE,bahlaahana@example.org,+918986143410,Laborers/Skilled Workers,Primary or less,7.32,1.0,3.0,1.0,Currently Married,3.0,3.0,3.0,2.0,3.0,11556.7,0.0,2.0,No,Red,0.0,22482.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,4 Star,30462.9,3.0,Neutral,33.0
273665994394,Oni Shankar,46.0,Female,VILLAGE,choudhryxalak@example.net,0893246095,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,8.37,3.0,1.0,0.0,Currently Married,3.0,4.0,0.0,2.0,2.0,5742.6,0.0,0.0,No,Golden,1.0,11616.0,0.0,1.0,1.0,2.0,0.0,0.0,31.0,0.0,4 Star,56936.6,0.0,Negative,31.0
101948728483,Omaja Grover,39.0,Male,TIER-II,viswanathanjalsa@example.org,8888067065,Homemakers,Secondary,7.47,1.0,0.0,2.0,Currently Married,3.0,4.0,0.0,3.0,1.0,16048.0,1.0,1.0,No,Blue,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0,5 Star,13511.8,3.0,Positive,37.0
894370590668,Amol Parikh,46.0,Male,VILLAGE,paiwridesh@example.net,1952058527,Agriculturalists (Farmers),Primary or less,1.75,1.0,1.0,1.0,Currently Married,2.0,1.0,2.0,0.0,3.0,17592.6,1.0,1.0,No,Red,2.0,17603.0,0.0,0.0,0.0,3.0,3.0,0.0,14.0,0.0,,11824.5,5.0,Strongly Negative,47.0
894035742189,Qabil Deshmukh,37.0,Female,TIER-II,shankarbalhaar@example.com,+910305486874,Laborers/Skilled Workers,Tertiary or more,9.96,1.0,2.0,1.0,Currently Married,1.0,2.0,1.0,0.0,3.0,8921.4,2.0,2.0,No,Golden,0.0,6695.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,5 Star,92852.2,2.0,Negative,35.0
939668623711,Rayaan Mangal,38.0,Male,TIER-I,champak54@example.org,06676527758,Salaried/Employed (Private/Public Sector),Tertiary or more,15.15,0.0,1.0,1.0,Widowed,3.0,3.0,0.0,1.0,3.0,6341.7,0.0,1.0,No,Blue,0.0,10812.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,5 Star,69560.4,3.0,Strongly Negative,12.0
654818085172,Fitan Samra,35.0,Male,TIER-I,sanipranit@example.net,05115447962,Students,Primary or less,7.35,2.0,3.0,1.0,Never Married,2.0,2.0,2.0,2.0,2.0,1327.9,0.0,1.0,No,Blue,0.0,13132.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,5 Star,31047.3,2.0,Strongly Negative,19.0
219883823727,Indali Sekhon,20.0,Male,TIER-I,panditradhika@example.com,0165820297,Salaried/Employed (Private/Public Sector),Tertiary or more,7.36,0.0,1.0,2.0,Widowed,1.0,3.0,1.0,1.0,3.0,9970.2,0.0,1.0,No,Golden,2.0,15059.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5 Star,8339.5,1.0,Negative,27.0
790933616150,Jonathan Bhavsar,24.0,Male,VILLAGE,jeevikapathak@example.com,0927557192,Salaried/Employed (Private/Public Sector),Secondary,2.02,1.0,0.0,2.0,Never Married,1.0,3.0,3.0,2.0,4.0,11300.7,1.0,1.0,Yes,Blue,0.0,15188.0,0.0,0.0,0.0,1.0,2.0,1.0,12.0,0.0,4 Star,54506.0,2.0,Negative,39.0
656795048359,Mitali Murthy,20.0,Female,TIER-I,zaid10@example.net,+917868144739,Agriculturalists (Farmers),Tertiary or more,12.97,0.0,3.0,1.0,Never Married,4.0,3.0,3.0,1.0,3.0,10354.1,1.0,2.0,No,Golden,2.0,22118.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,4 Star,25347.5,,Neutral,32.0
317363871943,Vritti Iyengar,41.0,Female,TIER-III,deshmukhethan@example.com,+917155188442,Agriculturalists (Farmers),Primary or less,13.93,0.0,1.0,1.0,Never Married,4.0,3.0,1.0,2.0,3.0,10896.3,0.0,1.0,No,Golden,2.0,11821.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1 Star,45486.9,3.0,Negative,11.0
508678332797,Janaki Trivedi,32.0,Male,VILLAGE,jairajiyer@example.org,+917058957829,Homemakers,Tertiary or more,11.62,2.0,2.0,0.0,Never Married,4.0,3.0,1.0,2.0,2.0,4501.5,0.0,1.0,No,Blue,1.0,4571.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5 Star,37047.6,6.0,Negative,18.0
279368618081,Dominic More,37.0,Male,VILLAGE,hsrinivas@example.com,09125177852,Students,Primary or less,3.43,2.0,1.0,1.0,Never Married,1.0,3.0,2.0,1.0,2.0,5882.3,1.0,2.0,Yes,Blue,2.0,22883.0,0.0,,0.0,2.0,1.0,0.0,19.0,0.0,5 Star,85713.8,3.0,Neutral,35.0
757132452561,Kai Sant,53.0,Male,VILLAGE,dashzarna@example.org,02253584143,Agriculturalists (Farmers),Primary or less,13.18,1.0,2.0,2.0,Currently Married,1.0,3.0,1.0,1.0,2.0,13396.3,1.0,1.0,No,Blue,0.0,22203.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,5 Star,18389.1,2.0,Negative,29.0
638263151675,Jeremiah Mitter,30.0,Male,TIER-I,thakkarom@example.net,2299590010,Homemakers,Secondary,1.27,1.0,2.0,2.0,Never Married,1.0,3.0,2.0,0.0,2.0,3525.4,1.0,1.0,No,Blue,1.0,14152.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,4 Star,17865.5,2.0,Negative,22.0
220342736258,Shivansh Saha,35.0,Female,VILLAGE,tankbimala@example.net,07364710276,Homemakers,Primary or less,7.57,2.0,0.0,2.0,Never Married,6.0,2.0,3.0,2.0,1.0,,1.0,0.0,Yes,Golden,0.0,17861.0,0.0,0.0,1.0,0.0,3.0,0.0,20.0,0.0,5 Star,49899.6,2.0,Strongly Negative,10.0
499127439409,Ucchal Jani,45.0,Female,VILLAGE,maanas55@example.net,06258815371,Unemployed/Jobseekers,Secondary,8.12,2.0,1.0,0.0,Currently Married,2.0,2.0,1.0,1.0,3.0,13883.9,0.0,1.0,No,Blue,1.0,17595.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,5 Star,48366.6,2.0,Negative,29.0
988335239225,Shivani Kota,29.0,Male,TIER-I,gunbirbedi@example.com,09632595327,Homemakers,Primary or less,11.94,2.0,3.0,2.0,Currently Married,5.0,2.0,3.0,4.0,2.0,7724.9,1.0,2.0,No,Golden,1.0,14652.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,4 Star,40195.1,2.0,Strongly Negative,10.0
363313768191,Wishi Morar,23.0,Female,VILLAGE,fbajaj@example.com,7339500479,Agriculturalists (Farmers),Primary or less,10.78,1.0,2.0,2.0,Never Married,3.0,1.0,2.0,1.0,3.0,770.9,0.0,1.0,No,Blue,1.0,18666.0,1.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,5 Star,8408.9,3.0,Negative,22.0
362241791770,Bhavika Yadav,31.0,Female,VILLAGE,chokshiraagini@example.org,05650609835,Agriculturalists (Farmers),Secondary,11.39,1.0,0.0,1.0,Currently Married,0.0,3.0,1.0,3.0,4.0,11488.1,1.0,1.0,No,Red,1.0,7740.0,1.0,0.0,1.0,1.0,3.0,0.0,9.0,0.0,5 Star,43737.1,4.0,Strongly Negative,20.0
726541280440,Ethan Raju,27.0,Male,TIER-I,nmammen@example.net,1216558523,Business Owners/Entrepreneurs,Primary or less,12.52,1.0,1.0,1.0,Never Married,2.0,4.0,1.0,3.0,2.0,4653.5,0.0,0.0,No,Golden,1.0,7180.0,1.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,5 Star,14142.0,4.0,Negative,60.0
189966462838,Xiti Baria,54.0,Female,TIER-I,baradlaksh@example.net,07872982595,Laborers/Skilled Workers,Primary or less,7.88,1.0,1.0,2.0,Never Married,4.0,1.0,3.0,2.0,2.0,3982.6,1.0,0.0,No,Golden,1.0,18599.0,0.0,0.0,0.0,2.0,1.0,2.0,,0.0,4 Star,21993.8,1.0,Neutral,17.0
903526763113,Maya Mistry,47.0,Female,VILLAGE,yashica88@example.com,9470551694,"Self-employed Professionals (Doctors, Lawyers, Chartered Accountants)",Primary or less,11.16,1.0,2.0,1.0,Currently Married,0.0,3.0,,2.0,3.0,8067.0,1.0,0.0,No,Blue,0.0,5249.0,1.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,4 Star,37442.7,2.0,Neutral,17.0
995440510689,Urvi Lanka,41.0,Male,VILLAGE,charansrinivasan@example.org,9623091307,Homemakers,Secondary,2.62,2.0,1.0,2.0,Currently Married,3.0,3.0,2.0,1.0,2.0,13321.4,1.0,1.0,No,Blue,1.0,5686.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2 Star,51717.0,0.0,Strongly Negative,14.0
687382313669,Omya Doshi,51.0,Male,VILLAGE,ajani@example.net,7028385786,Agriculturalists (Farmers),Primary or less,7.57,1.0,2.0,1.0,Currently Married,2.0,,1.0,3.0,1.0,9630.0,1.0,1.0,No,Red,0.0,9073.0,1.0,1.0,0.0,1.0,1.0,1.0,14.0,0.0,4 Star,33706.0,2.0,Negative,37.0
240728187316,Oscar Sharaf,47.0,Male,VILLAGE,irya49@example.com,+913484344375,Salaried/Employed (Private/Public Sector),Primary or less,1.5,1.0,0.0,1.0,Currently Married,1.0,2.0,1.0,2.0,2.0,8574.4,1.0,,No,Blue,2.0,6427.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,0.0,5 Star,31160.1,4.0,Neutral,20.0
822105942877,Ikshita Mahal,27.0,Female,VILLAGE,jairaj98@example.com,05240415747,Laborers/Skilled Workers,Primary or less,13.55,1.0,1.0,2.0,Never Married,3.0,1.0,0.0,3.0,1.0,10812.3,1.0,1.0,No,Blue,1.0,5640.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,5 Star,19988.1,3.0,Neutral,24.0
282750014896,Saksham Yohannan,52.0,Female,VILLAGE,anita21@example.net,9330833016,,Primary or less,14.97,1.0,2.0,1.0,Currently Married,4.0,3.0,1.0,4.0,3.0,16185.8,0.0,0.0,,Red,1.0,10466.0,1.0,0.0,1.0,0.0,2.0,1.0,10.0,0.0,4 Star,61054.6,3.0,Negative,27.0
680958994499,Urmi Chaudhry,38.0,Male,VILLAGE,abduldugar@example.com,7734540193,Homemakers,Primary or less,2.98,2.0,0.0,2.0,Never Married,4.0,4.0,2.0,4.0,3.0,8744.4,1.0,1.0,No,Blue,1.0,2838.0,0.0,1.0,1.0,0.0,2.0,0.0,18.0,0.0,5 Star,41750.6,,Neutral,3.0
769467002266,Parth Sahni,47.0,Male,VILLAGE,balhaarranganathan@example.com,+914004991547,Homemakers,Primary or less,8.43,1.0,1.0,1.0,Currently Married,1.0,3.0,3.0,2.0,2.0,3087.1,1.0,2.0,No,Blue,1.0,10884.0,0.0,1.0,0.0,2.0,2.0,2.0,11.0,1.0,2 Star,9000.5,4.0,Positive,28.0
931244947195,Krish Thaman,52.0,Male,TIER-I,mmahajan@example.org,02742054932,Homemakers,Primary or less,6.36,2.0,2.0,1.0,Never Married,2.0,2.0,2.0,2.0,3.0,6419.0,0.0,1.0,No,Blue,1.0,17342.0,0.0,,0.0,1.0,1.0,1.0,17.0,0.0,5 Star,12257.3,3.0,Negative,41.0
859049274154,Prisha Varma,32.0,Female,TIER-I,gabriel61@example.org,+917530463745,Students,Primary or less,,2.0,1.0,3.0,,2.0,1.0,0.0,1.0,3.0,16036.9,0.0,2.0,No,Red,2.0,11570.0,1.0,0.0,1.0,2.0,1.0,1.0,13.0,0.0,5 Star,45938.4,2.0,Strongly Negative,21.0
882547985119,Advay Lal,24.0,Female,VILLAGE,warinder01@example.com,02684145933,Homemakers,Tertiary or more,7.63,1.0,2.0,0.0,Never Married,4.0,3.0,1.0,3.0,2.0,9602.7,2.0,1.0,Yes,Red,1.0,7290.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4 Star,21965.9,1.0,Negative,31.0
539425475482,Vanya Dua,29.0,Female,VILLAGE,aprakash@example.net,7833918785,Business Owners/Entrepreneurs,Tertiary or more,3.77,1.0,2.0,1.0,Widowed,2.0,3.0,0.0,2.0,3.0,,0.0,0.0,No,Golden,2.0,4927.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,0.0,3 Star,62410.7,2.0,Negative,23.0
838713541566,Isaac Bhatia,35.0,Female,VILLAGE,masongala@example.com,7139718707,Students,Secondary,4.63,2.0,1.0,2.0,Currently Married,2.0,2.0,2.0,2.0,2.0,6814.8,1.0,1.0,No,Blue,2.0,12731.0,0.0,1.0,0.0,1.0,3.0,1.0,11.0,0.0,2 Star,12742.3,2.0,Neutral,23.0
510813098126,Yochana Sagar,48.0,Male,VILLAGE,jbhardwaj@example.com,4064039106,Homemakers,Tertiary or more,8.88,1.0,1.0,2.0,Never Married,4.0,1.0,3.0,2.0,2.0,8747.0,1.0,1.0,No,Golden,2.0,15152.0,1.0,1.0,1.0,1.0,,0.0,3.0,0.0,4 Star,1229.0,2.0,Neutral,17.0
596144210356,Devansh Bhasin,50.0,Female,TIER-III,sodhiazad@example.com,02265676618,Retired/Pensioners,Tertiary or more,1.05,2.0,1.0,1.0,Never Married,4.0,4.0,3.0,2.0,4.0,19824.0,1.0,1.0,No,Blue,0.0,13611.0,0.0,0.0,1.0,1.0,3.0,0.0,17.0,0.0,5 Star,11630.0,1.0,Neutral,35.0
371102648727,Ijaya Dani,19.0,Male,TIER-I,mayawadhwa@example.org,3004786863,"Government Employees (Civil Services, Defense, Police)",Tertiary or more,9.11,2.0,2.0,2.0,Currently Married,2.0,2.0,1.0,1.0,3.0,8377.2,1.0,0.0,No,Golden,0.0,5517.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,5 Star,71221.4,1.0,Strongly Negative,19.0
169684544463,Triveni Pal,38.0,Male,TIER-I,anyagulati@example.net,+910690331190,Students,Tertiary or more,6.29,1.0,2.0,2.0,Never Married,6.0,3.0,3.0,1.0,4.0,5204.2,1.0,0.0,No,,1.0,21860.0,0.0,,1.0,1.0,2.0,1.0,10.0,0.0,4 Star,14084.9,4.0,Negative,32.0
122926902939,Chanakya Konda,35.0,Male,VILLAGE,rattireva@example.org,3028439599,Students,Tertiary or more,11.91,1.0,2.0,2.0,Never Married,3.0,2.0,2.0,2.0,4.0,11053.8,0.0,1.0,No,Red,0.0,21224.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,5 Star,36363.1,2.0,Negative,43.0
708117155426,Warjas Mittal,29.0,Female,VILLAGE,timothysachdev@example.com,00892687056,Laborers/Skilled Workers,Primary or less,9.11,1.0,2.0,0.0,Never Married,0.0,4.0,1.0,1.0,3.0,8906.5,1.0,1.0,No,Blue,0.0,17699.0,1.0,1.0,0.0,2.0,1.0,2.0,14.0,0.0,4 Star,18954.8,1.0,Negative,13.0
745233429651,Omaja Rege,25.0,Female,VILLAGE,charitapuri@example.org,7334270866,Laborers/Skilled Workers,Primary or less,10.27,1.0,1.0,0.0,Widowed,2.0,2.0,3.0,4.0,3.0,12858.4,1.0,0.0,Yes,Blue,1.0,6092.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,5 Star,79923.5,2.0,Neutral,26.0
105240793782,Lipika Kibe,32.0,Female,VILLAGE,samar51@example.com,01830469901,Salaried/Employed (Private/Public Sector),Tertiary or more,3.58,2.0,1.0,1.0,Currently Married,3.0,4.0,1.0,3.0,3.0,18949.7,1.0,2.0,No,Blue,1.0,4520.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,4 Star,24369.3,1.0,Strongly Negative,46.0
877693993558,Teerth Srinivas,56.0,Female,VILLAGE,gaurangimitter@example.org,+913173936385,Students,Primary or less,5.7,0.0,2.0,1.0,Currently Married,4.0,2.0,1.0,2.0,2.0,12430.7,,1.0,No,Blue,1.0,14203.0,1.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,5 Star,63018.4,0.0,Neutral,50.0
167135076022,Lajita Shukla,32.0,Female,VILLAGE,darika45@example.net,07175355609,Laborers/Skilled Workers,Secondary,18.88,1.0,2.0,1.0,Currently Married,3.0,4.0,0.0,4.0,2.0,12935.8,0.0,0.0,No,Blue,0.0,20171.0,1.0,0.0,0.0,1.0,2.0,1.0,15.0,0.0,5 Star,63844.2,0.0,Neutral,18.0
173997741524,Madhav Babu,38.0,Female,VILLAGE,omisha42@example.org,03693785477,Salaried/Employed (Private/Public Sector),Primary or less,7.46,1.0,1.0,1.0,Currently Married,1.0,0.0,1.0,0.0,3.0,13791.7,1.0,1.0,No,Blue,0.0,10083.0,0.0,,1.0,1.0,1.0,0.0,9.0,0.0,4 Star,14584.4,6.0,Negative,38.0
138248487718,Om Pandey,43.0,Female,TIER-I,logansuresh@example.org,0801006231,Homemakers,Primary or less,6.71,3.0,3.0,2.0,Never Married,2.0,2.0,0.0,3.0,1.0,591.3,1.0,1.0,Yes,Blue,1.0,11374.0,1.0,1.0,0.0,1.0,,1.0,8.0,0.0,4 Star,42058.6,3.0,Positive,14.0
464469358785,Aditya Kamdar,33.0,Male,VILLAGE,dprakash@example.net,9770088600,Students,Primary or less,12.64,2.0,2.0,1.0,Widowed,1.0,2.0,0.0,4.0,3.0,6163.7,0.0,1.0,No,Blue,0.0,21635.0,0.0,1.0,0.0,1.0,2.0,0.0,11.0,0.0,5 Star,47349.7,3.0,Positive,16.0
662945045779,Bhavini Badal,59.0,Male,TIER-I,ggola@example.org,2339845461,Salaried/Employed (Private/Public Sector),Primary or less,1.61,2.0,2.0,1.0,Widowed,4.0,4.0,2.0,0.0,3.0,11863.6,1.0,1.0,No,Red,0.0,20445.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,2 Star,62571.1,1.0,Neutral,13.0
405964900141,Nidra Sharaf,58.0,Female,VILLAGE,upkaarmital@example.net,+910166687002,Freelancers/Consultants,Primary or less,8.46,0.0,1.0,1.0,Currently Married,0.0,3.0,1.0,2.0,4.0,9059.8,1.0,1.0,Yes,Blue,1.0,5815.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1 Star,38335.3,2.0,Negative,31.0
635449182375,Xalak Saraf,30.0,Male,VILLAGE,girish80@example.org,+919740148902,Agriculturalists (Farmers),Primary or less,5.02,1.0,1.0,2.0,Never Married,1.0,2.0,2.0,,3.0,13626.3,1.0,0.0,No,Golden,1.0,9178.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5 Star,43530.2,3.0,Neutral,6.0
693625626938,Amol Johal,37.0,Male,VILLAGE,mitalibose@example.com,+919396856218,Laborers/Skilled Workers,Primary or less,6.8,2.0,3.0,1.0,Currently Married,4.0,3.0,1.0,2.0,1.0,3969.6,1.0,1.0,No,Golden,0.0,9603.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,2 Star,67524.6,0.0,Neutral,15.0
895137224815,Chatresh Chaudhari,31.0,Female,VILLAGE,ekata@example.com,9965047735,Students,Primary or less,4.88,1.0,1.0,1.0,Currently Married,0.0,3.0,1.0,3.0,3.0,6811.0,1.0,0.0,No,Blue,0.0,12247.0,0.0,1.0,1.0,2.0,3.0,1.0,6.0,0.0,4 Star,34724.4,1.0,Negative,31.0
733812803930,Rachana Grewal,31.0,Female,TIER-I,xchada@example.net,03114262655,Agriculturalists (Farmers),Tertiary or more,1.77,0.0,2.0,1.0,Never Married,3.0,5.0,2.0,2.0,2.0,18312.9,1.0,1.0,No,Blue,0.0,24220.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5 Star,4018.6,2.0,Negative,44.0
368318078969,Gavin Ahluwalia,21.0,Female,VILLAGE,sai54@example.org,+911267888610,Agriculturalists (Farmers),Secondary,7.29,1.0,3.0,1.0,Currently Married,3.0,2.0,1.0,3.0,3.0,13171.0,1.0,1.0,No,Blue,1.0,20968.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4 Star,66169.1,2.0,Strongly Negative,10.0
