name,city,tier,is_pet_owner,pet_type,monthly_pet_expense,vet_visits_last_year,pet_medical_expense,annual_pet_spend,has_pet_insurance
David Thompson,Jaipur,Tier 2,1,Dog,1171.15,0,0.0,14053.8,0
Allison Smith,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Cynthia Morris,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Anthony Harmon,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Nichole Alvarez,Mumbai,Tier 1,1,Rabbit,1957.61,1,2810.37,26301.69,0
Kayla Rodriguez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Theresa Williams,Chennai,Tier 1,1,Rabbit,1875.19,2,5025.2,27527.48,0
Sharon Boyd,Bangalore,Tier 1,1,Cat,1919.1,0,0.0,23029.2,1
Victor Brown,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
James Parks,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Theodore Jones Jr.,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Ana Hill,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kimberly Nguyen,Ranchi,Tier 3,1,Cat,1154.01,3,2446.76,16294.88,0
Kerry Chavez DDS,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Michael Farrell,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Patricia Le,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jesse Perez,Bangalore,Tier 1,1,Cat,3443.65,2,3644.53,44968.33,0
Jesse Perry,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Jeffery Ortega,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Christian Leblanc,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Ronald Davis,Chennai,Tier 1,1,Dog,2628.3,1,2296.22,33835.82,0
Parker Cain,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Laurie Hoffman,Indore,Tier 2,1,Rabbit,920.01,0,0.0,11040.12,0
Bryan Gomez,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Nicole Parrish,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Tracy Burke,Indore,Tier 2,1,Cat,1441.99,1,1645.32,18949.2,0
Kenneth Lewis,Lucknow,Tier 2,1,Rabbit,1625.89,2,2404.65,21915.33,1
Courtney Rodriguez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Holly Farmer,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Renee Bruce,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Sabrina Austin,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Allison Hickman,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Debra White,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Ellen Morgan,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Sergio Knight,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Charles Schultz,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Paul Lewis,Ranchi,Tier 3,1,Rabbit,660.72,1,1060.24,8988.88,0
Glen Wood,Mumbai,Tier 1,1,Dog,2371.88,0,0.0,28462.56,0
Paula Bradley,Pune,Tier 2,1,Bird,1718.15,0,0.0,20617.8,0
Anthony Moore,Bangalore,Tier 1,1,Cat,1524.82,0,0.0,18297.84,0
Megan Nelson,Ranchi,Tier 3,1,Cat,1098.38,1,2356.39,15536.95,0
Karla Ramos,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Paul Wilson,Delhi,Tier 1,1,Dog,2561.19,1,2435.93,33170.21,1
Douglas Gregory,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Mr. Andrew Foster,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Aimee Turner,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Chad Scott,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Adam Burgess,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
James Padilla,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Sandra Drake,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Scott Williams,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Thomas Atkins,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Laura Mckinney,Delhi,Tier 1,1,Dog,3406.25,1,996.74,41871.74,0
Brian Smith,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Montgomery,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Tamara Davis,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Dana Chapman,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Collins,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Gary Jackson,Guwahati,Tier 3,1,Dog,1071.41,0,0.0,12856.92,0
Ashley Hicks,Bhopal,Tier 3,1,Dog,741.42,0,0.0,8897.04,1
Hannah Luna,Guwahati,Tier 3,1,Rabbit,670.99,1,2052.42,10104.3,0
Robin Young,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Craig Morrison,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Mary Thompson,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Kathleen Webster,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Joann Glass,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Madison Weber,Guwahati,Tier 3,1,Dog,883.09,1,1808.85,12405.93,0
Lori Hernandez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Jeremy Turner,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Anthony Romero,Mumbai,Tier 1,1,Dog,2436.9,1,1895.54,31138.34,1
Jesse Brown,Patna,Tier 3,1,Dog,915.9,2,2900.78,13891.58,0
Angela Lin,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Lisa Hunter,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Julian Conner,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Joanna Pacheco,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Erica Alvarez,Ranchi,Tier 3,1,Cat,809.32,1,1134.97,10846.81,1
Antonio Garcia,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Gwendolyn Klein,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Carrie Wright,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jeffrey Mills,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Jake Campbell,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
George Harper,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Maria Jones,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Mitchell,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Mary Escobar,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Felicia Aguilar,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Gregory Ponce,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Jenna Larson,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Emily Bennett,Bhopal,Tier 3,1,Cat,702.81,2,4789.59,13223.31,0
Robin Santiago,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Nancy Jennings,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Maria Henderson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jack White,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Travis Tucker,Pune,Tier 2,1,Rabbit,1069.19,2,5232.02,18062.3,0
Chad Jones,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Ashley Wise,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Sophia Johnson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Ralph Anderson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Christopher Guerra,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Rhonda Martin,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jason Rhodes,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jeremy Mitchell,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Joann Ferguson,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Robert Harrison,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Holly Valentine,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Mrs. Diane Reyes,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Tracy Montoya,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Brenda Wright,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Shelly Spencer,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Ryan Rosales,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Phillip Nelson,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Brittany Kim,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Courtney Hayes,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Alexander Brown,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Cynthia Vang,Ranchi,Tier 3,1,Bird,1049.61,0,0.0,12595.32,1
Alfred Galvan,Jaipur,Tier 2,1,Cat,1612.92,2,3373.82,22728.86,1
Marie Moody,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Dustin Gallegos,Indore,Tier 2,1,Dog,822.12,1,2041.16,11906.6,0
Brenda Thornton,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Aaron Miller,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Ruben Dunn,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Kelsey Rodriguez,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Eric Williams,Jaipur,Tier 2,1,Cat,1707.4,1,1524.55,22013.35,0
Riley Bryant,Mumbai,Tier 1,1,Rabbit,2057.75,2,5880.03,30573.03,0
Taylor Carlson,Pune,Tier 2,1,Rabbit,1098.81,2,5593.4,18779.12,0
Jose Allen,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Jeffrey Mendez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jason Beck,Indore,Tier 2,1,Bird,815.22,1,2764.52,12547.16,1
William Jones,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Katie Mcneil,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Jeanette Harrison,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Veronica King,Hyderabad,Tier 1,1,Rabbit,2951.85,3,7683.0,43105.2,1
Richard Cooper,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Lori Ingram,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Evelyn Williams,Kanpur,Tier 3,1,Cat,1190.15,0,0.0,14281.8,0
Robin Thompson,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Julie Dominguez,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Robin Brown,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Judith Carter,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Curtis Williams,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Kaylee Hays,Kanpur,Tier 3,1,Bird,772.13,1,2936.71,12202.27,0
Dawn Mullins,Jaipur,Tier 2,1,Dog,1874.92,1,2032.19,24531.23,0
Howard Norman,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Evelyn Martinez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Steve Paul,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Jasmine Beltran,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Jonathan Glass MD,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Monica Miller,Ahmedabad,Tier 2,1,Bird,1940.83,3,7340.73,30630.69,0
Samantha Gardner,Hyderabad,Tier 1,1,Dog,2768.83,1,1138.54,34364.5,0
Bobby Guerrero,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Lance Simmons,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Heather Williams,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Heather Bolton,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
William Gould,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Mark Cox,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Meghan Cisneros,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Lawrence Harrington,Kanpur,Tier 3,1,Dog,1060.89,1,2396.74,15127.42,0
Austin Osborne,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
James Bradley,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Meghan Rush,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Phillip Berry,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Banks,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Brian Fitzgerald,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Mr. Justin Green III,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Zachary Mitchell,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Katherine Martinez,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Jodi Roach,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Brandon Fleming,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Emma Reed,Ahmedabad,Tier 2,1,Rabbit,981.09,0,0.0,11773.08,1
Joshua Vance,Bhopal,Tier 3,1,Dog,650.82,3,7585.71,15395.55,1
Michelle Ho,Hyderabad,Tier 1,1,Dog,2002.4,3,5219.4,29248.2,0
Rebecca Hicks,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Curtis Taylor,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Allison Spencer,Jaipur,Tier 2,1,Cat,1026.5,2,3214.37,15532.37,0
Robert Arnold,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Angelica Parker,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Dr. Kelly Hammond DVM,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
William Day,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Cooper,Indore,Tier 2,1,Rabbit,1841.25,1,852.33,22947.33,1
Penny Bowman,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Vincent Reynolds,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Amy Martinez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Christopher Morris,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Hannah Everett,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Sarah King,Delhi,Tier 1,1,Cat,1864.68,1,1245.16,23621.32,1
Krista Martinez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Joseph Shaw,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Todd Moore,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Michelle Jacobs,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Kristy Bryan,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Angel May,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Marilyn Wang,Mumbai,Tier 1,1,Cat,2123.16,0,0.0,25477.92,1
Mark Jimenez,Pune,Tier 2,1,Cat,1503.69,1,1743.16,19787.44,0
Donna Frye,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Dr. Michael Evans,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Anthony Gonzales,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Mr. Lawrence Edwards,Mumbai,Tier 1,1,Dog,1746.78,2,5986.56,26947.92,1
Morgan Valencia,Mumbai,Tier 1,1,Bird,3307.91,2,5102.2,44797.12,0
Bianca Wood,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Emma Owens,Chennai,Tier 1,1,Dog,2287.31,1,1601.33,29049.05,1
David Davis,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
James Gilbert,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Sean Moore,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Kenneth Edwards,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Kathleen Robertson,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Mr. Alexander Landry MD,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Cindy Gomez,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Johnny Khan,Ranchi,Tier 3,1,Bird,652.71,1,2898.43,10730.95,0
Julie Herrera,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Jessica Khan,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Pamela Diaz,Lucknow,Tier 2,1,Bird,1259.08,1,2827.99,17936.95,0
Kelly Lee,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Angel Gordon,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Diana Hays,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Barbara Hester,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Robert Morgan,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Nicole Gonzalez,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Kathryn Williams,Delhi,Tier 1,1,Cat,2963.75,3,8820.6,44385.6,0
Gary Wells,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Larry Robertson,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Louis Martin,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Nancy Evans MD,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Kim Erickson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Richardson,Bangalore,Tier 1,1,Cat,1594.58,1,1891.97,21026.93,1
Veronica Silva,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Molly Watts,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
John Coffey,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Paula Lane,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Lauren Jackson,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Lisa Randall,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Johnson,Bangalore,Tier 1,1,Dog,2886.19,3,7311.05,41945.33,0
Ashley Smith,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Christian Vaughn,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Reginald Knapp,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Nancy Brown,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Nguyen,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kelly Edwards,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Thomas Peterson,Jaipur,Tier 2,1,Bird,1078.48,0,0.0,12941.76,0
Raymond Le,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Melissa Bishop,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
David Grant,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
William Evans,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Daniel Bush,Delhi,Tier 1,1,Rabbit,1871.42,1,803.15,23260.19,0
Gregory Peck,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Denise Martinez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Jamie Baird,Indore,Tier 2,1,Dog,1816.98,2,2844.54,24648.3,0
Tina Ballard,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Dwayne Klein,Chennai,Tier 1,1,Bird,1917.95,1,2959.74,25975.14,1
Jeremy Scott,Mumbai,Tier 1,1,Dog,3332.31,2,4445.33,44433.05,0
Dale Ryan,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Melissa Taylor,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Laurie Sanchez,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Kiara Little,Lucknow,Tier 2,1,Dog,1890.02,1,1034.18,23714.42,0
Jason Love,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Randy Smith,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
Tanya Russell,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Sherry Woods,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Victor Morris,Jaipur,Tier 2,1,Bird,1101.43,1,1991.28,15208.44,0
Susan Davis,Bhopal,Tier 3,0,,0.0,0,0.0,0.0,0
Kimberly Sharp,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Susan Thompson,Lucknow,Tier 2,1,Dog,1960.69,1,1300.61,24828.89,0
Casey Gillespie,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Simpson DVM,Ahmedabad,Tier 2,1,Bird,1792.35,3,8201.26,29709.46,0
Tammy Mcdowell,Mumbai,Tier 1,1,Cat,2760.48,2,5971.1,39096.86,0
Keith Rodriguez,Hyderabad,Tier 1,1,Dog,2120.32,3,5272.84,30716.68,0
Mrs. Virginia Daniels,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Todd Rosales MD,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Brian Martin,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
David Lopez,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Rachel Bradley,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Casey Chase,Chennai,Tier 1,1,Rabbit,3268.46,1,2196.97,41418.49,1
Samantha Robertson,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Lopez,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Franklin Wright,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
David Molina,Ahmedabad,Tier 2,1,Dog,1002.64,2,2881.87,14913.55,1
Elizabeth Sharp,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Matthew Schwartz,Jaipur,Tier 2,1,Cat,938.45,1,2577.91,13839.31,0
Bryan Parker,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Jonathan Jacobson,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Emily Wilson,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Elizabeth Mendez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Casey Hernandez,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Lisa Perry,Ahmedabad,Tier 2,1,Dog,1491.18,2,2083.6,19977.76,1
Kaitlin Medina,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Colleen Wright,Hyderabad,Tier 1,1,Cat,2803.95,1,864.88,34512.28,0
Shelley Miller,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Michael Miller,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Amy Kelley,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Laura Hernandez,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Joseph Wilson,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Kevin Davis,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Rhonda Chavez,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Joyce Brown,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
Robert Cummings,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Robert Reese,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Amber Cooper,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Zachary Michael,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Timothy Johnson,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Randy Cannon,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Maria Fisher,Bangalore,Tier 1,1,Cat,2442.25,0,0.0,29307.0,0
Janet Kane DVM,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Michael Stanley,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Martha Bailey,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Joshua Rice,Delhi,Tier 1,1,Dog,1576.83,1,1104.52,20026.48,1
Courtney Smith,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Edwin Nunez,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Kim Morrow,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Gregory Hill,Ranchi,Tier 3,0,,0.0,0,0.0,0.0,0
Molly Rodriguez,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Jennifer Miranda,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Alexis Harris,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Andrew Harper,Delhi,Tier 1,1,Rabbit,2695.22,0,0.0,32342.64,0
Amber Yang,Chennai,Tier 1,0,,0.0,0,0.0,0.0,0
David Robinson,Patna,Tier 3,0,,0.0,0,0.0,0.0,0
Amy Gordon,Bangalore,Tier 1,1,Dog,1892.66,1,1807.12,24519.04,0
Robert Dennis,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Kyle Chambers,Bangalore,Tier 1,1,Dog,3078.01,1,1235.63,38171.75,1
Eric Thomas,Jaipur,Tier 2,0,,0.0,0,0.0,0.0,0
Connie Turner,Mumbai,Tier 1,0,,0.0,0,0.0,0.0,0
Travis Hobbs,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
Lori Simmons,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
William David DDS,Mumbai,Tier 1,1,Bird,2661.52,1,1913.78,33852.02,0
Emma Butler,Indore,Tier 2,0,,0.0,0,0.0,0.0,0
James Webster,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Samuel Turner,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Renee Melendez,Guwahati,Tier 3,1,Dog,527.8,1,1347.15,7680.75,0
Tracy Grant,Delhi,Tier 1,0,,0.0,0,0.0,0.0,0
David Harris,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Tammy Boone,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Nathaniel Lee,Guwahati,Tier 3,1,Bird,844.45,3,7365.41,17498.81,0
Michael Morrison,Mumbai,Tier 1,1,Dog,2603.45,2,4430.18,35671.58,0
Chelsea Gill,Hyderabad,Tier 1,1,Cat,2350.44,0,0.0,28205.28,0
Kristin Mendoza,Lucknow,Tier 2,0,,0.0,0,0.0,0.0,0
Felicia Krueger,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Timothy Hayden,Guwahati,Tier 3,0,,0.0,0,0.0,0.0,0
Zachary Mendoza,Ahmedabad,Tier 2,0,,0.0,0,0.0,0.0,0
Larry Harris,Kanpur,Tier 3,0,,0.0,0,0.0,0.0,0
Kristen Rowe,Pune,Tier 2,0,,0.0,0,0.0,0.0,0
Joseph Howard,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Jose Crawford,Bangalore,Tier 1,1,Dog,1654.31,1,926.69,20778.41,0
William Harrison,Hyderabad,Tier 1,0,,0.0,0,0.0,0.0,0
Suzanne Wood,Ahmedabad,Tier 2,1,Cat,1429.95,1,2626.38,19785.78,0
Justin Walker,Bangalore,Tier 1,0,,0.0,0,0.0,0.0,0
Dean Donovan,Lucknow,Tier 2,1,Cat,802.95,2,3585.88,13221.28,0
